x,y
0.070070,20.781279
0.090090,20.869994
0.110110,20.804293
0.130130,20.806417
0.150150,20.801782
0.170170,20.638274
0.190190,20.805135
0.210210,20.756017
0.230230,20.738943
0.250250,20.539652
0.270270,20.484785
0.290290,20.459203
0.310310,20.369268
0.330330,20.489327
0.350350,20.295739
0.370370,20.428616
0.390390,20.079713
0.410410,19.972960
0.430430,19.918309
0.450450,19.877317
0.470470,20.072961
0.490490,19.623233
0.510511,19.626666
0.530531,19.394052
0.550551,19.456592
0.570571,19.424871
0.590591,19.233159
0.610611,19.097035
0.630631,18.893810
0.650651,18.657641
0.670671,18.835241
0.690691,18.654616
0.710711,18.473219
0.730731,18.386297
0.750751,18.308915
0.770771,18.338302
0.790791,18.025897
0.810811,17.892749
0.830831,17.830632
0.850851,17.930926
0.870871,17.380264
0.890891,17.444192
0.910911,17.227309
0.930931,17.042639
0.950951,16.941553
0.970971,16.848906
0.990991,16.578368
1.011011,16.290909
1.031031,16.505849
1.051051,16.127228
1.071071,16.045050
1.091091,16.091647
1.111111,15.682986
1.131131,15.470211
1.151151,15.325088
1.171171,15.289273
1.191191,15.270563
1.211211,15.132756
1.231231,14.864694
1.251251,14.823136
1.271271,14.564490
1.291291,14.342871
1.311311,13.951934
1.331331,13.994206
1.351351,13.813200
1.371371,13.454820
1.391391,13.314711
1.411411,13.349777
1.431431,13.104864
1.451451,13.198360
1.471471,12.909167
1.491491,12.654255
1.511512,12.490153
1.531532,12.338310
1.551552,12.172664
1.571572,12.309251
1.591592,12.072382
1.611612,11.842362
1.631632,11.820393
1.651652,11.743306
1.671672,11.173333
1.691692,11.168171
1.711712,10.961517
1.731732,10.792942
1.751752,10.599780
1.771772,10.576344
1.791792,10.566102
1.811812,10.031092
1.831832,10.153698
1.851852,10.013064
1.871872,9.771096
1.891892,9.878593
1.911912,9.649537
1.931932,9.671646
1.951952,9.423553
1.971972,9.252811
1.991992,9.118525
2.012012,9.088408
2.032032,8.627784
2.052052,8.815438
2.072072,8.723399
2.092092,8.456093
2.112112,8.329581
2.132132,8.296156
2.152152,8.050893
2.172172,7.966355
2.192192,7.741490
2.212212,7.745985
2.232232,7.730820
2.252252,7.570068
2.272272,7.361664
2.292292,7.339783
2.312312,7.087797
2.332332,7.264760
2.352352,7.121541
2.372372,6.823692
2.392392,6.668685
2.412412,6.712912
2.432432,6.756908
2.452452,6.473912
2.472472,6.367690
2.492492,6.417386
2.512513,6.175010
2.532533,6.119562
2.552553,5.979993
2.572573,5.791190
2.592593,5.889017
2.612613,5.786607
2.632633,5.748792
2.652653,5.584063
2.672673,5.482229
2.692693,5.415101
2.712713,5.345818
2.732733,5.344635
2.752753,5.358014
2.772773,5.188363
2.792793,5.168354
2.812813,4.892160
2.832833,4.716488
2.852853,4.974598
2.872873,4.679613
2.892893,4.782926
2.912913,4.732362
2.932933,4.731690
2.952953,4.555127
2.972973,4.342328
2.992993,4.409609
3.013013,4.465068
3.033033,4.273732
3.053053,4.177050
3.073073,4.055752
3.093093,4.067839
3.113113,3.989840
3.133133,3.958778
3.153153,4.022131
3.173173,3.731401
3.193193,3.871684
3.213213,3.760961
3.233233,3.688960
3.253253,3.544604
3.273273,3.810897
3.293293,3.499113
3.313313,3.336526
3.333333,3.464688
3.353353,3.419191
3.373373,3.370464
3.393393,3.318211
3.413413,3.333557
3.433433,3.118484
3.453453,3.329975
3.473473,3.096296
3.493493,3.194302
3.513514,3.114104
3.533534,3.038405
3.553554,3.004505
3.573574,2.937142
3.593594,2.963839
3.613614,3.055601
3.633634,2.932257
3.653654,2.868302
3.673674,2.857227
3.693694,2.831057
3.713714,2.678434
3.733734,2.701561
3.753754,2.513608
3.773774,2.693699
3.793794,2.598951
3.813814,2.518573
3.833834,2.513169
3.853854,2.474085
3.873874,2.428683
3.893894,2.448193
3.913914,2.497726
3.933934,2.430868
3.953954,2.357597
3.973974,2.310753
3.993994,2.275081
4.014014,2.130675
4.034034,2.320573
4.054054,2.051138
4.074074,2.230652
4.094094,2.164547
4.114114,2.392312
4.134134,2.157694
4.154154,2.072371
4.174174,2.053043
4.194194,1.942917
4.214214,1.833022
4.234234,1.866553
4.254254,2.084860
4.274274,1.966278
4.294294,1.947199
4.314314,1.922244
4.334334,1.851838
4.354354,1.956369
4.374374,1.982900
4.394394,1.934179
4.414414,1.707570
4.434434,1.913521
4.454454,1.787812
4.474474,1.945781
4.494494,1.701898
4.514515,1.901848
4.534535,1.751851
4.554555,1.675985
4.574575,1.581910
4.594595,1.813709
4.614615,1.727538
4.634635,1.644495
4.654655,1.555110
4.674675,1.598150
4.694695,1.567945
4.714715,1.639335
4.734735,1.644503
4.754755,1.650638
4.774775,1.460558
4.794795,1.379696
4.814815,1.555180
4.834835,1.433145
4.854855,1.529046
4.874875,1.562091
4.894895,1.400403
4.914915,1.405704
4.934935,1.305663
4.954955,1.424808
4.974975,1.385986
4.994995,1.482126
5.015015,1.370689
5.035035,1.275418
5.055055,1.220497
5.075075,1.406745
5.095095,1.301082
5.115115,1.429807
5.135135,1.253135
5.155155,1.376630
5.175175,1.491271
5.195195,1.075650
5.215215,1.354369
5.235235,1.301024
5.255255,1.328643
5.275275,1.237325
5.295295,1.314247
5.315315,1.077879
5.335335,1.106608
5.355355,1.199837
5.375375,1.192089
5.395395,1.326448
5.415415,1.239569
5.435435,1.090578
5.455455,1.191635
5.475475,1.133423
5.495495,1.088167
5.515516,1.169752
5.535536,1.006388
5.555556,1.068953
5.575576,1.250658
5.595596,1.263802
5.615616,1.323442
5.635636,0.973846
5.655656,1.020707
5.675676,1.119361
5.695696,1.253304
5.715716,1.041879
5.735736,1.031546
5.755756,0.771798
5.775776,1.013494
5.795796,0.935961
5.815816,1.046188
5.835836,1.093955
5.855856,1.033313
5.875876,1.106692
5.895896,0.717610
5.915916,0.976938
5.935936,1.091302
5.955956,1.032459
5.975976,0.880936
5.995996,1.030269
6.016016,0.979100
6.036036,0.861160
6.056056,0.716867
6.076076,0.870031
6.096096,0.732822
6.116116,0.766471
6.136136,0.858608
6.156156,0.845871
6.176176,0.869273
6.196196,0.915972
6.216216,0.874343
6.236236,0.811609
6.256256,0.757577
6.276276,0.852631
6.296296,0.906402
6.316316,0.866628
6.336336,0.842119
6.356356,0.749099
6.376376,0.792928
6.396396,0.937831
6.416416,0.734975
6.436436,0.818999
6.456456,0.678616
6.476476,0.679461
6.496496,0.946069
6.516517,0.794319
6.536537,0.858534
6.556557,0.800985
6.576577,0.866744
6.596597,0.595366
6.616617,0.803503
6.636637,0.829525
6.656657,0.891323
6.676677,0.679279
6.696697,0.732413
6.716717,0.726498
6.736737,0.746728
6.756757,0.814514
6.776777,0.594815
6.796797,0.620552
6.816817,0.530014
6.836837,0.690203
6.856857,0.726100
6.876877,0.607943
6.896897,0.873862
6.916917,0.608586
6.936937,0.677762
6.956957,0.675780
6.976977,0.676418
6.996997,0.708945
7.017017,0.588108
7.037037,0.820477
7.057057,0.770992
7.077077,0.670793
7.097097,0.630686
7.117117,0.554529
7.137137,0.682850
7.157157,0.688678
7.177177,0.563073
7.197197,0.760864
7.217217,0.571698
7.237237,0.636326
7.257257,0.672338
7.277277,0.525589
7.297297,0.682986
7.317317,0.655613
7.337337,0.641944
7.357357,0.546253
7.377377,0.724986
7.397397,0.691478
7.417417,0.566968
7.437437,0.548884
7.457457,0.505910
7.477477,0.531459
7.497497,0.555210
7.517518,0.562341
7.537538,0.315601
7.557558,0.601989
7.577578,0.682359
7.597598,0.717555
7.617618,0.690523
7.637638,0.601546
7.657658,0.540608
7.677678,0.676181
7.697698,0.588697
7.717718,0.556766
7.737738,0.495482
7.757758,0.489470
7.777778,0.603031
7.797798,0.460777
7.817818,0.653879
7.837838,0.387112
7.857858,0.560401
7.877878,0.399925
7.897898,0.340496
7.917918,0.478848
7.937938,0.586293
7.957958,0.447156
7.977978,0.541411
7.997998,0.554721
8.018018,0.550783
8.038038,0.329005
8.058058,0.454534
8.078078,0.577210
8.098098,0.595327
8.118118,0.529920
8.138138,0.516794
8.158158,0.382505
8.178178,0.277038
8.198198,0.443131
8.218218,0.470748
8.238238,0.442768
8.258258,0.497743
8.278278,0.582421
8.298298,0.301242
8.318318,0.439256
8.338338,0.422137
8.358358,0.519316
8.378378,0.452721
8.398398,0.464397
8.418418,0.376933
8.438438,0.606974
8.458458,0.418808
8.478478,0.470240
8.498498,0.216312
8.518519,0.349812
8.538539,0.479697
8.558559,0.461701
8.578579,0.547435
8.598599,0.416468
8.618619,0.383916
8.638639,0.653014
8.658659,0.526552
8.678679,0.324665
8.698699,0.328927
8.718719,0.266058
8.738739,0.335890
8.758759,0.393567
8.778779,0.500660
8.798799,0.479910
8.818819,0.289109
8.838839,0.229866
8.858859,0.420236
8.878879,0.543109
8.898899,0.461010
8.918919,0.330604
8.938939,0.363880
8.958959,0.361481
8.978979,0.580630
8.998999,0.281295
9.019019,0.341971
9.039039,0.393871
9.059059,0.466729
9.079079,0.384449
9.099099,0.231576
9.119119,0.459418
9.139139,0.388361
9.159159,0.494324
9.179179,0.384322
9.199199,0.323763
9.219219,0.389050
9.239239,0.395324
9.259259,0.464599
9.279279,0.196838
9.299299,0.350531
9.319319,0.276143
9.339339,0.209199
9.359359,0.466948
9.379379,0.317929
9.399399,0.369065
9.419419,0.520998
9.439439,0.184144
9.459459,0.151516
9.479479,0.224924
9.499499,0.289935
9.519520,0.188814
9.539540,0.499509
9.559560,0.298540
9.579580,0.195696
9.599600,0.212001
9.619620,0.380273
9.639640,0.263858
9.659660,0.331581
9.679680,0.283549
9.699700,0.295030
9.719720,0.385671
9.739740,0.216299
9.759760,0.219653
9.779780,0.360729
9.799800,0.430305
9.819820,0.329306
9.839840,0.307719
9.859860,0.441613
9.879880,0.201611
9.899900,0.227578
9.919920,0.392008
9.939940,0.465899
9.959960,0.404773
9.979980,0.479516
10.000000,0.383516
