x,y
-7.027027,6.326702
-7.017017,6.240804
-7.007007,6.517398
-6.996997,6.264869
-6.986987,6.402339
-6.976977,6.575939
-6.966967,6.636760
-6.956957,6.507397
-6.946947,6.680213
-6.936937,6.713914
-6.926927,6.772473
-6.916917,6.987705
-6.906907,6.956365
-6.896897,6.943190
-6.886887,7.030097
-6.876877,7.125024
-6.866867,7.274784
-6.856857,7.223840
-6.846847,7.357880
-6.836837,7.341736
-6.826827,7.260174
-6.816817,7.308487
-6.806807,7.437371
-6.796797,7.636859
-6.786787,7.633709
-6.776777,7.587128
-6.766767,7.723137
-6.756757,7.869542
-6.746747,7.788355
-6.736737,7.989676
-6.726727,8.075181
-6.716717,8.177082
-6.706707,8.207128
-6.696697,8.312915
-6.686687,8.319930
-6.676677,8.492623
-6.666667,8.575653
-6.656657,8.612129
-6.646647,8.595887
-6.636637,8.707661
-6.626627,8.821138
-6.616617,8.729477
-6.606607,8.961950
-6.596597,8.999657
-6.586587,9.020385
-6.576577,9.136212
-6.566567,9.372446
-6.556557,9.193653
-6.546547,9.693026
-6.536537,9.555614
-6.526527,9.585615
-6.516517,9.689311
-6.506507,9.707743
-6.496496,9.794170
-6.486486,10.078188
-6.476476,10.009641
-6.466466,10.268228
-6.456456,10.063513
-6.446446,10.320037
-6.436436,10.539102
-6.426426,10.619572
-6.416416,10.603144
-6.406406,10.853659
-6.396396,10.784493
-6.386386,11.065533
-6.376376,10.974582
-6.366366,11.327742
-6.356356,11.288187
-6.346346,11.261240
-6.336336,11.517780
-6.326326,11.504227
-6.316316,11.923308
-6.306306,11.776821
-6.296296,11.897321
-6.286286,12.100302
-6.276276,12.144523
-6.266266,12.243206
-6.256256,12.346154
-6.246246,12.602698
-6.236236,12.658741
-6.226226,12.632721
-6.216216,12.830188
-6.206206,13.131516
-6.196196,13.073093
-6.186186,13.273893
-6.176176,13.316436
-6.166166,13.736526
-6.156156,13.641058
-6.146146,13.935205
-6.136136,13.879402
-6.126126,14.137689
-6.116116,14.335106
-6.106106,14.300240
-6.096096,14.676810
-6.086086,14.627734
-6.076076,14.736162
-6.066066,15.022197
-6.056056,15.213049
-6.046046,15.178786
-6.036036,15.511659
-6.026026,15.648478
-6.016016,15.774369
-6.006006,15.780639
-5.995996,15.966537
-5.985986,16.031659
-5.975976,16.235622
-5.965966,16.483048
-5.955956,16.711812
-5.945946,16.627844
-5.935936,17.098658
-5.925926,16.937311
-5.915916,17.344758
-5.905906,17.436748
-5.895896,17.736093
-5.885886,17.876947
-5.875876,17.978620
-5.865866,18.220222
-5.855856,18.542934
-5.845846,18.602122
-5.835836,18.676429
-5.825826,18.994274
-5.815816,19.359127
-5.805806,19.483800
-5.795796,19.598365
-5.785786,19.850550
-5.775776,19.848990
-5.765766,20.033353
-5.755756,20.386551
-5.745746,20.486895
-5.735736,20.909675
-5.725726,20.997597
-5.715716,21.224857
-5.705706,21.292471
-5.695696,21.589569
-5.685686,21.587163
-5.675676,22.053890
-5.665666,22.302946
-5.655656,22.322850
-5.645646,22.405249
-5.635636,22.717663
-5.625626,22.797059
-5.615616,23.250533
-5.605606,23.301380
-5.595596,23.469436
-5.585586,23.555104
-5.575576,24.128989
-5.565566,24.181573
-5.555556,24.248426
-5.545546,24.352674
-5.535536,24.735983
-5.525526,24.882763
-5.515516,25.032551
-5.505506,25.261667
-5.495495,25.510113
-5.485485,25.501405
-5.475475,26.016042
-5.465465,26.226614
-5.455455,26.321166
-5.445445,26.447244
-5.435435,26.764177
-5.425425,27.042373
-5.415415,27.328001
-5.405405,27.287339
-5.395395,27.464086
-5.385385,27.585030
-5.375375,27.748252
-5.365365,27.986511
-5.355355,28.144284
-5.345345,28.426719
-5.335335,28.429949
-5.325325,28.635347
-5.315315,28.729143
-5.305305,28.855427
-5.295295,29.068167
-5.285285,29.285536
-5.275275,29.196920
-5.265265,29.716523
-5.255255,29.729877
-5.245245,29.876203
-5.235235,29.891024
-5.225225,30.136483
-5.215215,30.137633
-5.205205,30.230271
-5.195195,30.377385
-5.185185,30.523736
-5.175175,30.558261
-5.165165,30.754230
-5.155155,30.684897
-5.145145,30.907127
-5.135135,30.980799
-5.125125,31.217390
-5.115115,30.990288
-5.105105,31.140211
-5.095095,31.219748
-5.085085,31.335002
-5.075075,31.388274
-5.065065,31.439958
-5.055055,31.441954
-5.045045,31.422325
-5.035035,31.603902
-5.025025,31.563476
-5.015015,31.572792
-5.005005,31.444983
-4.994995,31.357361
-4.984985,31.514869
-4.974975,31.514973
-4.964965,31.481281
-4.954955,31.462361
-4.944945,31.456083
-4.934935,31.226892
-4.924925,31.334860
-4.914915,31.369718
-4.904905,31.375142
-4.894895,31.217993
-4.884885,31.111702
-4.874875,31.139898
-4.864865,31.102687
-4.854855,30.919224
-4.844845,30.836950
-4.834835,30.971681
-4.824825,30.532555
-4.814815,30.492702
-4.804805,30.600041
-4.794795,30.268055
-4.784785,30.186230
-4.774775,30.109331
-4.764765,29.819819
-4.754755,29.788389
-4.744745,29.685187
-4.734735,29.676197
-4.724725,29.579251
-4.714715,29.107736
-4.704705,29.201598
-4.694695,29.016228
-4.684685,28.915607
-4.674675,28.781178
-4.664665,28.548575
-4.654655,28.532410
-4.644645,28.248895
-4.634635,27.935895
-4.624625,27.906166
-4.614615,27.618305
-4.604605,27.365891
-4.594595,27.217843
-4.584585,26.873571
-4.574575,26.875806
-4.564565,26.510892
-4.554555,26.485667
-4.544545,26.269939
-4.534535,26.239966
-4.524525,25.706548
-4.514515,25.828451
-4.504505,25.756443
-4.494494,25.301144
-4.484484,25.083837
-4.474474,24.745154
-4.464464,24.837304
-4.454454,24.536465
-4.444444,24.353391
-4.434434,24.087120
-4.424424,23.921361
-4.414414,23.666099
-4.404404,23.506173
-4.394394,23.306732
-4.384384,23.167183
-4.374374,22.921011
-4.364364,22.463563
-4.354354,22.676490
-4.344344,22.337079
-4.334334,22.028878
-4.324324,21.739849
-4.314314,21.587719
-4.304304,21.624971
-4.294294,21.354634
-4.284284,21.030642
-4.274274,20.737948
-4.264264,20.670815
-4.254254,20.577292
-4.244244,20.194633
-4.234234,20.081459
-4.224224,19.955902
-4.214214,19.765726
-4.204204,19.546936
-4.194194,19.310081
-4.184184,19.203139
-4.174174,19.050661
-4.164164,18.989460
-4.154154,18.613371
-4.144144,18.542350
-4.134134,18.252368
-4.124124,18.084544
-4.114114,17.927923
-4.104104,17.632233
-4.094094,17.646654
-4.084084,17.334306
-4.074074,16.957988
-4.064064,16.917170
-4.054054,16.825669
-4.044044,16.741728
-4.034034,16.658608
-4.024024,16.634159
-4.014014,16.101860
-4.004004,15.989631
-3.993994,16.032000
-3.983984,15.773862
-3.973974,15.380821
-3.963964,15.270549
-3.953954,15.462836
-3.943944,15.191296
-3.933934,14.856928
-3.923924,14.932180
-3.913914,14.638328
-3.903904,14.549394
-3.893894,14.345635
-3.883884,14.362279
-3.873874,14.156193
-3.863864,13.880123
-3.853854,13.941497
-3.843844,13.676207
-3.833834,13.504084
-3.823824,13.245401
-3.813814,13.380788
-3.803804,13.185077
-3.793794,13.115807
-3.783784,12.808939
-3.773774,12.926540
-3.763764,12.735100
-3.753754,12.588742
-3.743744,12.572461
-3.733734,12.060654
-3.723724,12.283859
-3.713714,12.007761
-3.703704,11.825876
-3.693694,11.673555
-3.683684,11.560750
-3.673674,11.708990
-3.663664,11.555446
-3.653654,11.414867
-3.643644,11.427642
-3.633634,11.179232
-3.623624,10.905038
-3.613614,10.955235
-3.603604,10.745366
-3.593594,10.809063
-3.583584,10.599736
-3.573574,10.484065
-3.563564,10.607970
-3.553554,10.348167
-3.543544,10.153622
-3.533534,10.161559
-3.523524,10.217741
-3.513514,9.955217
-3.503504,9.877421
-3.493493,9.724250
-3.483483,9.702245
-3.473473,9.491878
-3.463463,9.556829
-3.453453,9.418155
-3.443443,9.222956
-3.433433,9.431272
-3.423423,8.943202
-3.413413,9.051923
-3.403403,9.047035
-3.393393,9.073502
-3.383383,8.909439
-3.373373,8.702551
-3.363363,8.719250
-3.353353,8.550185
-3.343343,8.374605
-3.333333,8.478299
-3.323323,8.329256
-3.313313,8.270589
-3.303303,8.220783
-3.293293,7.951829
-3.283283,7.981544
-3.273273,7.985534
-3.263263,8.085598
-3.253253,7.762425
-3.243243,7.827162
-3.233233,7.891996
-3.223223,7.669883
-3.213213,7.712296
-3.203203,7.672229
-3.193193,7.581863
-3.183183,7.376550
-3.173173,7.453279
-3.163163,7.341804
-3.153153,7.291528
-3.143143,7.218191
-3.133133,7.176127
-3.123123,7.022270
-3.113113,7.208468
-3.103103,6.830040
-3.093093,6.837923
-3.083083,7.117557
-3.073073,6.671686
-3.063063,6.809199
-3.053053,6.831667
-3.043043,6.716424
-3.033033,6.589122
-3.023023,6.450228
-3.013013,6.669263
-3.003003,6.236632
-2.992993,6.274467
-2.982983,6.362941
-2.972973,6.299305
-2.962963,6.387929
-2.952953,5.986978
-2.942943,6.248852
-2.932933,6.072671
-2.922923,6.080923
-2.912913,6.173396
-2.902903,5.836329
-2.892893,5.812868
-2.882883,5.946392
-2.872873,5.751192
-2.862863,5.590405
-2.852853,5.792766
-2.842843,5.729095
-2.832833,5.590782
-2.822823,5.511913
-2.812813,5.340130
-2.802803,5.462809
-2.792793,5.580470
-2.782783,5.404093
-2.772773,5.390502
-2.762763,5.425699
-2.752753,5.190517
-2.742743,5.171796
-2.732733,5.282303
-2.722723,5.175191
-2.712713,5.050726
-2.702703,5.150667
-2.692693,4.932801
-2.682683,5.018778
-2.672673,5.030579
-2.662663,5.046760
-2.652653,4.781348
-2.642643,4.630768
-2.632633,4.927294
-2.622623,4.597868
-2.612613,4.770004
-2.602603,4.724076
-2.592593,4.447965
-2.582583,4.700744
-2.572573,4.553792
-2.562563,4.642799
-2.552553,4.550575
-2.542543,4.530987
-2.532533,4.510381
-2.522523,4.471537
-2.512513,4.354024
-2.502503,4.470943
-2.492492,4.409759
-2.482482,4.211226
-2.472472,4.379337
-2.462462,4.316588
-2.452452,4.005988
-2.442442,4.240510
-2.432432,4.259224
-2.422422,4.156573
-2.412412,3.961220
-2.402402,4.132415
-2.392392,4.094784
-2.382382,4.105369
-2.372372,4.177272
-2.362362,4.059335
-2.352352,3.934914
-2.342342,3.720409
-2.332332,3.942782
-2.322322,4.093641
-2.312312,3.620048
-2.302302,3.749574
-2.292292,4.007384
-2.282282,3.942922
-2.272272,3.776144
-2.262262,3.644019
-2.252252,3.751696
-2.242242,3.649652
-2.232232,3.798514
-2.222222,3.714572
-2.212212,3.757315
-2.202202,3.470347
-2.192192,3.635893
-2.182182,3.669240
-2.172172,3.709017
-2.162162,3.656276
-2.152152,3.378538
-2.142142,3.585800
-2.132132,3.298672
-2.122122,3.396310
-2.112112,3.358883
-2.102102,3.281748
-2.092092,3.335930
-2.082082,3.371270
-2.072072,3.351819
-2.062062,3.402746
-2.052052,3.220076
-2.042042,3.394031
-2.032032,3.219260
-2.022022,3.305246
-2.012012,3.315057
-2.002002,3.168107
-1.991992,3.354708
-1.981982,3.158537
-1.971972,3.080031
-1.961962,3.105817
-1.951952,3.130455
-1.941942,3.014148
-1.931932,3.066600
-1.921922,3.124862
-1.911912,2.954932
-1.901902,3.112054
-1.891892,2.991917
-1.881882,2.971849
-1.871872,3.047796
-1.861862,2.977830
-1.851852,2.957926
-1.841842,2.861046
-1.831832,2.849106
-1.821822,2.912752
-1.811812,2.898001
-1.801802,2.774883
-1.791792,2.844588
-1.781782,2.724398
-1.771772,2.923583
-1.761762,2.712155
-1.751752,2.902305
-1.741742,2.752172
-1.731732,2.623303
-1.721722,2.705429
-1.711712,2.733718
-1.701702,2.739180
-1.691692,2.842364
-1.681682,2.538007
-1.671672,2.425395
-1.661662,2.484260
-1.651652,2.613276
-1.641642,2.599596
-1.631632,2.610462
-1.621622,2.569647
-1.611612,2.569845
-1.601602,2.588650
-1.591592,2.543697
-1.581582,2.535371
-1.571572,2.506967
-1.561562,2.374703
-1.551552,2.401533
-1.541542,2.284589
-1.531532,2.454862
-1.521522,2.277615
-1.511512,2.375043
-1.501502,2.164047
-1.491491,2.273322
-1.481481,2.422116
-1.471471,2.380945
-1.461461,2.248755
-1.451451,2.391797
-1.441441,2.093942
-1.431431,2.213677
-1.421421,2.392703
-1.411411,2.236961
-1.401401,2.396876
-1.391391,2.229290
-1.381381,2.310417
-1.371371,2.166716
-1.361361,2.096582
-1.351351,2.127791
-1.341341,2.142435
-1.331331,2.031424
-1.321321,2.009443
-1.311311,1.966281
-1.301301,2.069948
-1.291291,2.302104
-1.281281,2.269816
-1.271271,2.177260
-1.261261,2.022148
-1.251251,2.172932
-1.241241,2.200260
-1.231231,2.080192
-1.221221,2.137122
-1.211211,2.036498
-1.201201,2.016323
-1.191191,2.131326
-1.181181,2.137966
-1.171171,1.924736
-1.161161,2.060139
-1.151151,2.029315
-1.141141,1.957508
-1.131131,1.956718
-1.121121,2.081702
-1.111111,1.935657
-1.101101,1.954422
-1.091091,1.869821
-1.081081,2.079713
-1.071071,1.991405
-1.061061,1.839270
-1.051051,1.979907
-1.041041,2.050852
-1.031031,1.957356
-1.021021,1.877581
-1.011011,1.755906
-1.001001,1.894852
-0.990991,1.719243
-0.980981,1.874432
-0.970971,1.818915
-0.960961,1.872358
-0.950951,1.866777
-0.940941,1.789441
-0.930931,1.975682
-0.920921,1.877260
-0.910911,1.715164
-0.900901,1.837633
-0.890891,1.914002
-0.880881,1.666476
-0.870871,1.604803
-0.860861,1.594788
-0.850851,1.859561
-0.840841,1.704991
-0.830831,1.677004
-0.820821,1.544599
-0.810811,1.759800
-0.800801,1.530018
-0.790791,1.850504
-0.780781,1.663240
-0.770771,1.681778
-0.760761,1.615149
-0.750751,1.497018
-0.740741,1.633159
-0.730731,1.793085
-0.720721,1.653904
-0.710711,1.685009
-0.700701,1.783240
-0.690691,1.565895
-0.680681,1.797847
-0.670671,1.556704
-0.660661,1.530256
-0.650651,1.583391
-0.640641,1.423711
-0.630631,1.729617
-0.620621,1.678038
-0.610611,1.574778
-0.600601,1.560548
-0.590591,1.650024
-0.580581,1.635196
-0.570571,1.456092
-0.560561,1.488255
-0.550551,1.507127
-0.540541,1.681285
-0.530531,1.694940
-0.520521,1.574988
-0.510511,1.420139
-0.500501,1.586416
-0.490490,1.457417
-0.480480,1.570762
-0.470470,1.444953
-0.460460,1.432145
-0.450450,1.323260
-0.440440,1.477487
-0.430430,1.430337
-0.420420,1.424338
-0.410410,1.214519
-0.400400,1.385103
-0.390390,1.247804
-0.380380,1.382385
-0.370370,1.464862
-0.360360,1.468088
-0.350350,1.428723
-0.340340,1.395037
-0.330330,1.399563
-0.320320,1.612853
-0.310310,1.336510
-0.300300,1.275463
-0.290290,1.361563
-0.280280,1.381283
-0.270270,1.447293
-0.260260,1.517120
-0.250250,1.408798
-0.240240,1.403600
-0.230230,1.315783
-0.220220,1.233271
-0.210210,1.432979
-0.200200,1.121140
-0.190190,1.466367
-0.180180,1.397593
-0.170170,1.249084
-0.160160,1.310780
-0.150150,1.304853
-0.140140,1.086612
-0.130130,1.293032
-0.120120,1.390704
-0.110110,1.264706
-0.100100,1.318651
-0.090090,1.357082
-0.080080,1.317979
-0.070070,1.274395
-0.060060,1.190097
-0.050050,1.152124
-0.040040,1.170028
-0.030030,1.320428
-0.020020,1.148490
-0.010010,1.533812
0.000000,1.128742
0.000000,0.791568
0.010010,1.014150
0.020020,0.865235
0.030030,0.882917
0.040040,0.996398
0.050050,1.056362
0.060060,0.945921
0.070070,1.176365
0.080080,0.879559
0.090090,1.043262
0.100100,0.898545
0.110110,0.887973
0.120120,1.036475
0.130130,1.140792
0.140140,1.215192
0.150150,0.938164
0.160160,1.083589
0.170170,1.089705
0.180180,0.931506
0.190190,0.988572
0.200200,0.883368
0.210210,1.108456
0.220220,1.041026
0.230230,1.115995
0.240240,1.007927
0.250250,1.112839
0.260260,1.128953
0.270270,1.115422
0.280280,1.392488
0.290290,0.966967
0.300300,0.925246
0.310310,1.117770
0.320320,1.194441
0.330330,1.094815
0.340340,1.052244
0.350350,1.027136
0.360360,1.047926
0.370370,1.196042
0.380380,0.949487
0.390390,0.970736
0.400400,1.059982
0.410410,1.134645
0.420420,1.092613
0.430430,1.044301
0.440440,1.153892
0.450450,1.155011
0.460460,1.039001
0.470470,1.248310
0.480480,1.071060
0.490490,1.050769
0.500501,1.286754
0.510511,1.131827
0.520521,1.161111
0.530531,1.227020
0.540541,1.323918
0.550551,1.117281
0.560561,1.233176
0.570571,1.232304
0.580581,0.984249
0.590591,1.118016
0.600601,1.313206
0.610611,1.245777
0.620621,1.300092
0.630631,1.052569
0.640641,1.186001
0.650651,1.271829
0.660661,1.416915
0.670671,1.287385
0.680681,1.402172
0.690691,1.119988
0.700701,1.358921
0.710711,1.349404
0.720721,1.240245
0.730731,1.477788
0.740741,1.352322
0.750751,1.340274
0.760761,1.399551
0.770771,1.352114
0.780781,1.197981
0.790791,1.351508
0.800801,1.327515
0.810811,1.404830
0.820821,1.221947
0.830831,1.416142
0.840841,1.477224
0.850851,1.316566
0.860861,1.256739
0.870871,1.343072
0.880881,1.355156
0.890891,1.300788
0.900901,1.395299
0.910911,1.474436
0.920921,1.451543
0.930931,1.382599
0.940941,1.427542
0.950951,1.509271
0.960961,1.578069
0.970971,1.530524
0.980981,1.499033
0.990991,1.471441
1.001001,1.364781
1.011011,1.562379
1.021021,1.487708
1.031031,1.461248
1.041041,1.644454
1.051051,1.432202
1.061061,1.332855
1.071071,1.443121
1.081081,1.668772
1.091091,1.805903
1.101101,1.487725
1.111111,1.507185
1.121121,1.815769
1.131131,1.536779
1.141141,1.677207
1.151151,1.599712
1.161161,1.495917
1.171171,1.625133
1.181181,1.540001
1.191191,1.706399
1.201201,1.678489
1.211211,1.823347
1.221221,1.850059
1.231231,1.748649
1.241241,1.802539
1.251251,1.865532
1.261261,1.880571
1.271271,1.687267
1.281281,1.693209
1.291291,1.676482
1.301301,1.578138
1.311311,1.830671
1.321321,1.840507
1.331331,1.967290
1.341341,1.843001
1.351351,1.809374
1.361361,1.886944
1.371371,1.849862
1.381381,1.787450
1.391391,1.903204
1.401401,1.896784
1.411411,1.790410
1.421421,1.877872
1.431431,1.807361
1.441441,2.043324
1.451451,1.823619
1.461461,1.982425
1.471471,1.992172
1.481481,1.996968
1.491491,1.897755
1.501502,2.099384
1.511512,1.957520
1.521522,1.903205
1.531532,1.954534
1.541542,1.980449
1.551552,1.868832
1.561562,1.782302
1.571572,2.268337
1.581582,2.060265
1.591592,2.072782
1.601602,2.048801
1.611612,2.148875
1.621622,1.966791
1.631632,2.018966
1.641642,2.017539
1.651652,2.156199
1.661662,1.999377
1.671672,2.042307
1.681682,2.291548
1.691692,2.207825
1.701702,2.250849
1.711712,2.161082
1.721722,2.419288
1.731732,2.243034
1.741742,2.280586
1.751752,2.301835
1.761762,2.121841
1.771772,2.322103
1.781782,2.318947
1.791792,2.239254
1.801802,2.176251
1.811812,2.281425
1.821822,2.568425
1.831832,2.225000
1.841842,2.149015
1.851852,2.378228
1.861862,2.364793
1.871872,2.532785
1.881882,2.339367
1.891892,2.405270
1.901902,2.240398
1.911912,2.520416
1.921922,2.350930
1.931932,2.752261
1.941942,2.634437
1.951952,2.449962
1.961962,2.572149
1.971972,2.567961
1.981982,2.532568
1.991992,2.742238
2.002002,2.702289
2.012012,2.500620
2.022022,2.382610
2.032032,2.356880
2.042042,2.806557
2.052052,2.798318
2.062062,2.685701
2.072072,2.612402
2.082082,2.722303
2.092092,2.811694
2.102102,2.726756
2.112112,2.643588
2.122122,2.847388
2.132132,2.950776
2.142142,2.959652
2.152152,2.938944
2.162162,2.957962
2.172172,3.090702
2.182182,3.005785
2.192192,3.052278
2.202202,3.064305
2.212212,3.193645
2.222222,3.014387
2.232232,3.070114
2.242242,3.008363
2.252252,3.227513
2.262262,3.110035
2.272272,3.249374
2.282282,3.240708
2.292292,3.339273
2.302302,3.257037
2.312312,3.384516
2.322322,3.422494
2.332332,3.176307
2.342342,3.318721
2.352352,3.306250
2.362362,3.331031
2.372372,3.483088
2.382382,3.379240
2.392392,3.471302
2.402402,3.546671
2.412412,3.373231
2.422422,3.381217
2.432432,3.317047
2.442442,3.561608
2.452452,3.615789
2.462462,3.790384
2.472472,3.748922
2.482482,3.661850
2.492492,3.680488
2.502503,3.823191
2.512513,4.012280
2.522523,3.873082
2.532533,4.029989
2.542543,3.977192
2.552553,3.924864
2.562563,3.729056
2.572573,3.943807
2.582583,3.937054
2.592593,3.945126
2.602603,4.087879
2.612613,4.152821
2.622623,4.011421
2.632633,4.185498
2.642643,4.145188
2.652653,4.116022
2.662663,4.320106
2.672673,4.356189
2.682683,4.282732
2.692693,4.510001
2.702703,4.436927
2.712713,4.482950
2.722723,4.463782
2.732733,4.454178
2.742743,4.457095
2.752753,4.577482
2.762763,4.646483
2.772773,4.867536
2.782783,4.656458
2.792793,4.850116
2.802803,4.960839
2.812813,5.006649
2.822823,4.958004
2.832833,4.787583
2.842843,5.052698
2.852853,4.813693
2.862863,5.006826
2.872873,5.109839
2.882883,5.209012
2.892893,5.175576
2.902903,5.263285
2.912913,5.446828
2.922923,5.251196
2.932933,5.332518
2.942943,5.376640
2.952953,5.459993
2.962963,5.674689
2.972973,5.707805
2.982983,5.630381
